asset_number,asset_name,category_name,location_name,serial_number,quantity,acquisition_cost,accumulated_depreciation,net_book_value,useful_life_months,remaining_life_months,residual_value,acquisition_date,depreciation_start_date,assumption_note
OPEN-FA-2024-0297,32U Rack,Other Fixed Asset,B.O.I BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0298,Battery Rack,Power Equipment,Maitama BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0299,32U-Rack,Other Fixed Asset,Maitama BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0300,Battery Rack,Power Equipment,Armed Forces Radio BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0301,32U Rack,Other Fixed Asset,Armed Forces Radio BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0302,Battery Rack,Power Equipment,SPDC BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0303,32U Rack,Other Fixed Asset,SPDC BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0304,Battery Rack,Power Equipment,Karu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0305,22U Rack,Other Fixed Asset,Karu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0306,Window  Blinds,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0307,Window  Blinds,Other Fixed Asset,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0308,Window  Blinds,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0309,AVR (Automatic Voltage Regulator),ICT Equipment,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0310,Extensions,Other Fixed Asset,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0311,Knife Switch,ICT Equipment,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0312,Generator,Power Equipment,Jabi BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0313,AVR (Automatic Voltage Regulator),ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0314,Extensions,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0315,Knife Switch,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0316,DC Circuit Breaker,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0317,Generator,Power Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0318,Extensions,Other Fixed Asset,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0319,Knife Switch,ICT Equipment,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0320,DC Circuit Breaker,Other Fixed Asset,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0321,Generator,Power Equipment,Idu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0322,AVR (Automatic Voltage Regulator),ICT Equipment,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0323,Extensions,Other Fixed Asset,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0324,Changeover Switch,ICT Equipment,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0325,Generator,Power Equipment,Karasana BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0326,AVR (Automatic Voltage Regulator),ICT Equipment,Kubwa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0327,Knife Switch,ICT Equipment,Kubwa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0328,DC Circuit Breaker,Other Fixed Asset,Kubwa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0329,Extension,Other Fixed Asset,Kubwa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0330,Generator,Power Equipment,Kubwa BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0331,AVR (Automatic Voltage Regulator),ICT Equipment,B.O.I BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0332,Extensions,Other Fixed Asset,B.O.I BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0333,Knife Switch,ICT Equipment,B.O.I BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0334,DC Circuit Breaker,Other Fixed Asset,B.O.I BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0335,AVR (Automatic Voltage Regulator),ICT Equipment,Maitama BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0336,Extensions,Other Fixed Asset,Maitama BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0337,Knife Switch,ICT Equipment,Maitama BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0338,Generator,Power Equipment,Maitama BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0339,AVR (Automatic VOltage Regulator),ICT Equipment,SPDC BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0340,Circuit Breaker (MCB),Power Equipment,SPDC BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0341,Extensions,Other Fixed Asset,SPDC BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0342,Knife Switch,ICT Equipment,SPDC BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0343,Generator,Power Equipment,SPDC BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0344,AVR (Automatic VOltage Regulator),ICT Equipment,Karu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0345,Circuit Breaker (DC MCB),Power Equipment,Karu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0346,Extensions,Other Fixed Asset,Karu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0347,Knife Switch,ICT Equipment,Karu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0348,Generator,Power Equipment,Karu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
KUJ653BF,TOYOTA COROLLA,Motor Vehicle,"Garki, Abuja",2T1BU4EE3AC205697,Ash,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
YAB214AW,TOYOTA COROLLA,Motor Vehicle,"Garki, Abuja",2T1BU46E89C120311,Red,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
KUJ259BC,TOYOTA COROLLA,Motor Vehicle,"Garki, Abuja",5YFBU4EE1DP109765,Grey,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
BWR623CP,TOYOTA CAMRY,Motor Vehicle,"Garki, Abuja",4T2BE46K37U176131,Ash,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
BWR621CP,TOYOTA CAMRY,Motor Vehicle,"Garki, Abuja",4T1BE46K69U793834,Black,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
KUJ684BV,PEUGEOT 407,Motor Vehicle,"Garki, Abuja",vf36D6FYC21466914,Silver,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
GWA791JL,PEUGEOT 407,Motor Vehicle,"Garki, Abuja",VF36DRFJ621774263,Green,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
KUJ351AQ,PEUGEOT 407,Motor Vehicle,"Garki, Abuja",VF36DRFNF21334260,Sky blue,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
YAB648PK,PEUGEOT 406,Motor Vehicle,"Garki, Abuja",VF38B6FZF81523237,Green,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
YAB254BH,PEUGEOT 406,Motor Vehicle,"Garki, Abuja",VF38B6FZF81635514,Navy Blue,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
ABJ242HL,PEUGEOT 406,Motor Vehicle,"Garki, Abuja",VF38BRFN291083454,Green,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
ABC747AE,PEUGEOT 406,Motor Vehicle,"Gudu, Abuja",VF38BRFRE80868158,Sky blue,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
RBC433AM,PEUGEOT 407,Motor Vehicle,"Gudu, Abuja",VF36D3FZ21183830,Red,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
ABJ695HM,PEUGEOT 406,Motor Vehicle,"Garki, Abuja",VF38B6FZF81225243,Silver,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
ABJ456BK,PEUGEOT 406,Motor Vehicle,"Garki, Abuja",VF38BLFYE80846708,Silver,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
RBC03ET,PEUGEOT 406,Motor Vehicle,"Gwarimpa,Abuja",VF38BRFN281679742,Cream,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
GWA560AG,Peugeot 406,Motor Vehicle,"Gwarinpa,Abuja",VF38BLFYE81113858,Silver,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
KWL756GX,PEUGEOT 406,Motor Vehicle,"Jabi,Abuja",VF38BLFYE81165973,Silver,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
ABJ241HL,PEUGEOT 406,Motor Vehicle,"Garki, Abuja",VF38B6FZF81529398,Sky blue,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
YAB435EW,PEUGEOT 406,Motor Vehicle,"Jabi,Abuja",Vf3bbrfe60999330,Sliver,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
SMK869HP,TOYOTA CAMRY,Motor Vehicle,"Ikeja,Lagos",4TIBE4677U152888,Black,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
BWR760CP,TOYOTA CAMRY,Motor Vehicle,"Ikeja,Lagos",4TIBE46KX9U276228,Gold,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
BWR62CP,TOYOTA CAMRY,Motor Vehicle,"Ikeja,Lagos",4TIBE46KS7U145303,Silver,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
